11,53.33,26.67,10,3.33,6.67
17.5,46.67,13.33,23.33,3.33,13.33
20.5,30,30,13.33,16.67,10
21.5,20,33.33,13.33,20,13.33
40.5,16.67,20,10,10,43.33
40,0,20,26.67,20,33.33
37,10,10,26.67,13.33,40
50,3.33,20.00,20.00,3.33,53.33
